molecule_chembl_id,canonical_smiles,standard_value
CHEMBL345638,N#CC(C#N)=C1N(CCNCc2ccc(CN3CCCCC3)o2)CCN1c1ccccc1,14.0
CHEMBL96643,CCCOC1CCCc2nc3ccccc3c(N)c21,193.0
CHEMBL329526,CCCCOC1CCCc2nc3ccccc3c(N)c21,1900.0
CHEMBL96542,CN1CCN(C2CCCc3nc4ccccc4c(N)c32)CC1,100000.0
CHEMBL96861,CCCCCC(=O)NC1CCCc2nc3ccccc3c(N)c21,51800.0
CHEMBL76173,c1cnc2nc3c(c(NCCCCCCCNc4c5c(nc6ncccc46)CCCC5)c2c1)CCCC3,1.3
CHEMBL96889,COC1CCCc2nc3ccccc3c(N)c21,4740.0
CHEMBL421501,c1ccc2c(NCCCCCCNc3c4c(nc5ccccc35)CCC4)c3c(nc2c1)CCC3,115.0
CHEMBL96588,Nc1c2c(nc3ccccc13)CCCC2NCc1ccccc1,20100.0
CHEMBL328904,CCOC1CCCc2nc3ccccc3c(N)c21,298.0
CHEMBL92563,Nc1c2c(nc3ccccc13)CCCC2NCCc1ccccc1,18600.0
CHEMBL76014,c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCC4)c3c(nc2c1)CCC3,75.0
CHEMBL96406,CC1=NC2CCCc3nc4ccccc4c(c32)N1,100000.0
CHEMBL330188,COc1ccc(CNC2CCCc3nc4ccccc4c(N)c32)cc1OC,38400.0
CHEMBL96196,c1ccc(C2=NC3CCCc4nc5ccccc5c(c43)N2)cc1,100000.0
CHEMBL75305,c1cnc2nc3c(c(NCCCCCCNc4c5c(nc6ncccc46)CCCC5)c2c1)CCCC3,4.8
CHEMBL540697,CCCNC1CCCc2nc3ccccc3c(N)c21,12500.0
CHEMBL74940,Fc1ccc2c(NCCCCCCNc3c4c(nc5cc(F)ccc35)CCCC4)c3c(nc2c1)CCCC3,0.9
CHEMBL308962,c1ccc2c(NCCCCCCNc3c4c(nc5ccccc35)CCCCC4)c3c(nc2c1)CCCCC3,2.5
CHEMBL329069,Nc1c2c(nc3ccccc13)CCCC2N1CCN(c2ccccc2)CC1,100000.0
CHEMBL419146,Nc1c2c(nc3ccccc13)CCCC2N1CCC(c2ccccc2)CC1,100000.0
CHEMBL328695,CCNC1CCCc2nc3ccccc3c(N)c21,4790.0
CHEMBL73160,Clc1ccc2c(NCCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c3c(nc2c1)CCCC3,0.6
CHEMBL32823,c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,0.2
CHEMBL74927,Fc1ccc2c(NCCCCCCCNc3c4c(nc5cc(F)ccc35)CCCC4)c3c(nc2c1)CCCC3,0.6
CHEMBL95161,CCCCNC1CCCc2nc3ccccc3c(N)c21,48800.0
CHEMBL307908,c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCCC4)c3c(nc2c1)CCCCC3,2.7
CHEMBL73800,c1ccc2c(NCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,1.4
CHEMBL312761,Fc1ccc2c(NCCCCCCCCNc3c4c(nc5cc(F)ccc35)CCCC4)c3c(nc2c1)CCCC3,0.7
CHEMBL262039,Nc1c2c(nc3ccccc13)CCCC2Nn1cccc1,8160.0
CHEMBL96124,Nc1c2c(nc3ccccc13)CCCC2N1CCCC1,18000.0
CHEMBL75985,c1cnc2nc3c(c(NCCCCCCCCNc4c5c(nc6ncccc46)CCCC5)c2c1)CCCC3,1.9
CHEMBL307004,Clc1ccc2c(NCCCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c3c(nc2c1)CCCC3,0.07
CHEMBL319797,Nc1c2c(nc3ccccc13)CCCC2c1cccs1,490.0
CHEMBL96375,COc1ccc(C2CCCc3nc4ccccc4c(N)c32)c(OC)c1,4820.0
CHEMBL329465,Nc1c2c(nc3ccccc13)CCCC2N,8590.0
CHEMBL95066,CC(=O)NC1CCCc2nc3ccccc3c(N)c21,64900.0
CHEMBL312310,Clc1ccc2c(NCCCCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c3c(nc2c1)CCCC3,0.3
CHEMBL96774,Nc1c2c(nc3ccccc13)CCCC2N1CCCCC1,8400.0
CHEMBL74827,c1ccc2c(NCCCCCCCCNc3c4c(nc5ccccc35)CCC4)c3c(nc2c1)CCC3,22.0
CHEMBL329576,Nc1c2c(nc3ccccc13)CCCC2N1CCOCC1,100000.0
CHEMBL321339,[N-]=[N+]=NC1CCCc2nc3ccccc3c(N)c21,11800.0
CHEMBL306492,c1ccc2c(NCCCCCCCCNc3c4c(nc5ccccc35)CCCCC4)c3c(nc2c1)CCCCC3,1.6
CHEMBL75274,c1ccc2c(NCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,1.6
CHEMBL77374,Oc1ccc2c(n1)CCCC2NCCCCCCCCNc1c2c(nc3ccccc13)CCCC2,26.2
CHEMBL76658,O=c1ccc2c([nH]1)CCCC2NCCCCCCCCCCNc1c2c(nc3ccccc13)CCCC2,8.8
CHEMBL76659,Oc1ccc2c(n1)CCCC2NCCCCCCCCCCCCNc1c2c(nc3ccccc13)CCCC2,112.0
CHEMBL1202836,Cl.Oc1ccc2c(n1)CCCC2NCCCCCCCNc1c2c(nc3ccccc13)CCCC2,53.1
CHEMBL74607,Oc1ccc2c(n1)CCCC2NCCCCCCCCCNc1c2c(nc3ccccc13)CCCC2,36.3
CHEMBL1202837,Cl.Cl.Oc1ccc2c(n1)CCCC2NCCCCCNc1c2c(nc3ccccc13)CCCC2,122.0
CHEMBL1202834,Cl.Oc1ccc2c(n1)CCCC2NCCCCCCNc1c2c(nc3ccccc13)CCCC2,37.1
CHEMBL1202835,Cl.Cl.Oc1ccc2c(n1)CCCC2NCCCCNc1c2c(nc3ccccc13)CCCC2,42.6
CHEMBL131827,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4cccnc4oc3c2)c1,1.1
CHEMBL128471,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)cc(-c4ccccc4)oc3c2)c1,5.7
CHEMBL107110,CCN(CCCCCN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O)Cc1cccc(OC)c1OC,274.0
CHEMBL320730,CN(CCCCCCN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O)Cc1ccccc1,474.0
CHEMBL108231,CCN(CCCCCN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O)CC1CCCCC1,1090.0
CHEMBL110627,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc(N2CCCC2)cc1,28.0
CHEMBL418807,CCN(CCCCCCC1Cc2cc(OC)c(OC)cc2C1=O)Cc1ccccc1OC,100.0
CHEMBL336297,CCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,28.0
CHEMBL128260,CN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)Nc2ccccc2)c1,2.8
CHEMBL421282,CCCCCCCNC(=O)Oc1cccc(CN(CCC)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,400.0
CHEMBL106891,O=C1c2ccccc2C(=O)N1CCC1CCN(Cc2ccccc2)CC1,30.0
CHEMBL73637,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)CCN2Cc1ccccc1,68.0
CHEMBL322392,CCN(CCCCCCC(=O)c1ccc(OC)c(OC)c1)Cc1ccccc1OC,10.0
CHEMBL107208,CCN(CCCCC1Cc2cc(OC)c(OC)cc2C1=O)Cc1ccccc1,76.0
CHEMBL319003,CCN(CCCCCC(=O)c1ccc(OC)c(OC)c1)Cc1ccccc1OC,24.0
CHEMBL108171,CCN(CCCCCNC(=O)/C=C/c1ccc([N+](=O)[O-])cc1)Cc1ccccc1,3000.0
CHEMBL108525,CCN(CCCCCN(C(C)=O)C(=O)/C=C/c1ccccc1)Cc1ccccc1,2300.0
CHEMBL106766,CCN(CCCCCNC(=O)/C=C/c1ccccc1)Cc1ccccc1,11800.0
CHEMBL107572,CCN(CCCCC1Cc2cc(OC)c(OC)cc2C1=O)Cc1ccccc1OC,20.0
CHEMBL129753,CNC(=O)Oc1cccc(CN(C)CCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,37.0
CHEMBL110244,CCN(CCCCCN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O)CCCc1ccccc1,161.0
CHEMBL129577,CCCCCCCNC(=O)Oc1cccc(CN(CCCOc2ccc3c(=O)c4ccccc4oc3c2)C(C)C)c1,170.0
CHEMBL299708,CN(CCC1CCN(Cc2ccccc2)CC1)C(=O)c1ccc(S(=O)(=O)Cc2ccccc2)cc1,0.56
CHEMBL106739,CCN(CCCCCN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O)Cc1cccc(OC(=O)NC)c1,0.38
CHEMBL322393,CCN(CCCCCN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O)Cc1ccccc1,151.0
CHEMBL323420,O=C(CC1CCN(Cc2ccccc2)CC1)c1ccc(N2CCCC2)cc1,19000.0
CHEMBL130918,CCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4cccnc4oc3c2)c1,8.9
CHEMBL128390,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4cccnc4oc3c2)c1,42.0
CHEMBL75110,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)CCN2,20.0
CHEMBL110437,CCN(CCCCCN1C(=O)C2CCCCC2C1=O)Cc1ccccc1,18500.0
CHEMBL131253,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,100.0
CHEMBL340427,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,0.3
CHEMBL130847,CCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,36.0
CHEMBL326868,O=C1c2ccc([N+](=O)[O-])cc2C(=O)N1CC1CCN(Cc2ccccc2)CC1,3000.0
CHEMBL339039,CCCCNC(=O)Oc1cccc(CN(CC)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,8.6
CHEMBL322328,CCN(CCCCCN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O)Cc1ccc(OC)cc1,269.0
CHEMBL308793,CCN1CCc2cc(C(=O)CCC3CCN(Cc4ccccc4)CC3)ccc21,11.0
CHEMBL107263,O=C(CCCC1CCN(Cc2ccccc2)CC1)c1ccc(N2CCCC2)cc1,220.0
CHEMBL74962,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)N(Cc1ccccc1)CCCC2,3140.0
CHEMBL131579,CNC(=O)Oc1cccc(CN(CCCOc2ccc3c(=O)c4ccccc4oc3c2)C(C)C)c1,0.7
CHEMBL128452,CCCCNC(=O)Oc1cccc(CN(CCC)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,70.0
CHEMBL128780,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,100.0
CHEMBL106678,CN(CCCCN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O)Cc1ccccc1,8230.0
CHEMBL104005,CN(CCCCCN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O)Cc1ccccc1,1360.0
CHEMBL310467,CCN1CCCCc2ccc(C(=O)CCC3CCN(Cc4ccccc4)CC3)cc21,376.0
CHEMBL110723,CCN(CCCCCCN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O)Cc1ccccc1,607.0
CHEMBL110281,CCN(CCCCCN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O)CCc1ccccc1,770.0
CHEMBL75013,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)NCCCC2,98.0
CHEMBL127960,CCCCCCCNC(=O)Oc1cccc(CN(CC)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,160.0
CHEMBL316737,COc1ccc(CN2CCC(CCC(=O)c3ccc(N4CCCC4)cc3)CC2)cc1,30200.0
CHEMBL128551,CCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3ccc(=O)oc3c2)c1,14.0
CHEMBL440526,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3ccc(=O)oc3c2)c1,13.0
CHEMBL128552,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)ccoc3c2)c1,21.0
CHEMBL105825,CCN(CCCCN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O)Cc1ccccc1,252.0
CHEMBL128202,CCN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NC)c1,0.56
CHEMBL131219,CCCN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NC)c1,4.0
CHEMBL320636,CCN(CCCCCN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O)Cc1ccccc1OC,24.0
CHEMBL108369,CCN(CCCCCN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O)Cc1cccc(OC)c1,45.0
CHEMBL105874,O=C1c2ccc([N+](=O)[O-])cc2C(=O)N1CCC1CCN(Cc2ccccc2)CC1,13.0
CHEMBL74560,CCCN1CCc2cc(C(=O)CCC3CCN(Cc4ccccc4)CC3)ccc21,22.0
CHEMBL108726,COc1cc2c(cc1OC)C(=O)[C@@H](CC1CCN(Cc3ccccc3)CC1)C2,7.7
CHEMBL337999,CNC(=O)Oc1cccc(CN(C)CCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,0.82
CHEMBL128863,CCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,13.0
CHEMBL105932,CCN(CCCCCN(C(C)=O)C(=O)/C=C/c1ccc([N+](=O)[O-])cc1)Cc1ccccc1,539.0
CHEMBL74747,CN1CCCCc2ccc(C(=O)CCC3CCN(Cc4ccccc4)CC3)cc21,81.0
CHEMBL311017,CN1CCc2cc(C(=O)CCC3CCN(Cc4ccccc4)CC3)ccc21,10.0
CHEMBL132110,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)cc(-c4ccccc4)oc3c2)c1,68.0
CHEMBL106582,COc1cccc(CN2CCC(CCC(=O)c3ccc(N4CCCC4)cc3)CC2)c1,5320.0
CHEMBL128043,CCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)cc(-c4ccccc4)oc3c2)c1,31.0
CHEMBL110298,CCN(CCCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1,3370.0
CHEMBL131411,CCCCNC(=O)Oc1cccc(CN(CCCOc2ccc3c(=O)c4ccccc4oc3c2)C(C)C)c1,100.0
CHEMBL110554,CCN(CCCCCC(=O)c1ccc(N2CCCC2)cc1)Cc1ccccc1OC,50.0
CHEMBL106574,CCN(CCCCCC(=O)c1ccc(N2CCCC2)cc1)Cc1ccccc1,305.0
CHEMBL419184,O=C1c2ccc([N+](=O)[O-])cc2C(=O)N1C1CCN(Cc2ccccc2)CC1,27000.0
CHEMBL106528,COc1ccccc1CN1CCC(CCC(=O)c2ccc(N3CCCC3)cc2)CC1,1900.0
CHEMBL128618,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)ccoc3c2)c1,8.9
CHEMBL432023,CCCN(CCCCCN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O)Cc1ccccc1,2650.0
CHEMBL107149,CCN(CCCCCCCc1ccc(OC)c(OC)c1)Cc1ccccc1OC,1070.0
CHEMBL307513,CCCN1CCCCc2ccc(C(=O)CCC3CCN(Cc4ccccc4)CC3)cc21,1330.0
CHEMBL128392,CCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)ccoc3c2)c1,250.0
CHEMBL107316,COc1cc2c(cc1OC)C(=O)[C@H](CC1CCN(Cc3ccccc3)CC1)C2,5.3
CHEMBL108632,COc1ccc(C(=O)CCC2CCN(Cc3ccccc3)CC2)cc1OC,52.0
CHEMBL108356,CCN(CCCCCCOc1ccc(OC)c(OC)c1)Cc1ccccc1OC,920.0
CHEMBL110268,CCN(CCCCCC1Cc2cc(OC)c(OC)cc2C1=O)Cc1ccccc1OC,6.0
CHEMBL340625,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3ccc(=O)oc3c2)c1,5.7
CHEMBL331404,CC(C)=CCn1c2c(ccc1=O)C(NCCc1ccc(Cl)c(Cl)c1)CCC2,510.0
CHEMBL121273,Cn1c2c(ccc1=O)C(NCc1ccccc1)CCC2,100000.0
CHEMBL120893,CCCn1c2c(ccc1=O)C(NCCc1ccc(Cl)c(Cl)c1)CCC2,1050.0
CHEMBL123762,NC1(Cc2ccccc2)CCCc2nc(O)ccc21,100000.0
CHEMBL123280,CC(C)CCn1c2c(ccc1=O)C(NCCc1ccc(Cl)c(Cl)c1)CCC2,2340.0
CHEMBL332894,CC(C)=CCn1c2c(ccc1=O)C(NCCc1ccc(F)c(F)c1)CCC2,980.0
CHEMBL432831,Cn1c2c(ccc1=O)C(NCCc1ccc(Cl)cc1)CCC2,6600.0
CHEMBL121056,Cn1c2c(ccc1=O)C(NCCc1ccc(C(F)(F)F)cc1)CCC2,12890.0
CHEMBL434791,Cn1c2c(ccc1=O)C(NCCc1ccc(Cl)c(Cl)c1)CCC2,2930.0
CHEMBL121102,CCCCCCn1c2c(ccc1=O)C(NCCc1ccc(Cl)c(Cl)c1)CCC2,3710.0
CHEMBL331004,CC(C)=CCn1c2c(ccc1=O)C(NCCc1ccccc1Cl)CCC2,520.0
CHEMBL123302,COc1cccc(CCNC2CCCc3c2ccc(=O)n3CC=C(C)C)c1,1100.0
CHEMBL122994,CC(C)=CCn1c2c(ccc1=O)C(NCCc1cc(Cl)cc(Cl)c1)CCC2,800.0
CHEMBL123936,CC(C)n1c2c(ccc1=O)C(NCCc1ccc(Cl)c(Cl)c1)CCC2,34520.0
CHEMBL120814,C=C(C)Cn1c2c(ccc1=O)C(NCCc1ccc(Cl)c(Cl)c1)CCC2,5320.0
CHEMBL445315,O=c1ccc2c(n1Cc1ccccc1)CCCC2NCCc1ccc(Cl)c(Cl)c1,17340.0
CHEMBL121250,CC1(N)CCCc2nc(O)ccc21,100000.0
CHEMBL121401,Cn1c2c(ccc1=O)C(C)(N)CCC2,100000.0
CHEMBL119822,C=CCn1c2c(ccc1=O)C(NCCc1ccc(Cl)c(Cl)c1)CCC2,9210.0
CHEMBL323807,NCc1ccc(O)nc1,900000.0
CHEMBL121232,Cc1ccc(CCNC2CCCc3c2ccc(=O)n3C)cc1,18180.0
CHEMBL121524,CC(C)=CCn1c2c(ccc1=O)C(NCCc1ccc(Cl)cc1Cl)CCC2,790.0
CHEMBL326547,C/C=C1\C2CCC[C@]1(N)c1ccc(O)nc1C2,9820.0
CHEMBL123361,CCCCCCCCCCn1c2c(ccc1=O)C(NCCc1ccc(Cl)c(Cl)c1)CCC2,33690.0
CHEMBL121147,CCCn1c2c(ccc1=O)C(NCCc1c[nH]c3ccccc13)CCC2,3160.0
CHEMBL115350,C/C=C1\C2Cc3nc(O)ccc3[C@@]1(N)CC(C)C2,900.0
CHEMBL331493,Cn1c2c(ccc1=O)C(NCCCc1ccccc1)CCC2,48440.0
CHEMBL121604,CC(C)=CCn1c2c(ccc1=O)C(NCCc1cc(Cl)ccc1Cl)CCC2,1360.0
CHEMBL334174,CCCn1c2c(ccc1=O)C(NC1Cc3ccccc3C1)CCC2,3910.0
CHEMBL121344,Cn1c2c(ccc1=O)C(NCCc1ccccc1)CCC2,18600.0
CHEMBL332647,Oc1ccc2c(n1)CCCC2NCCc1ccccc1,100000.0
CHEMBL114730,C/C=C1\CCc2nc(O)ccc2[C@]1(C)N,338000.0
CHEMBL121549,CCCn1c2c(ccc1=O)C(NCCc1ccccc1)CCC2,3130.0
CHEMBL332376,CCCn1c2c(ccc1=O)C(NCCc1ccccn1)CCC2,4340.0
CHEMBL121143,COc1ccc(CCNC2CCCc3c2ccc(=O)n3C)cc1,9610.0
CHEMBL121597,COc1ccc(CCNC2CCCc3c2ccc(=O)n3CC=C(C)C)cc1OC,1640.0
CHEMBL331390,CCCn1c2c(ccc1=O)C(NCCC(C)(C)C)CCC2,15590.0
CHEMBL122995,CC(C)=CCn1c2c(ccc1=O)C(NCCc1cccc(Cl)c1)CCC2,520.0
CHEMBL333686,CC(C)=CCn1c2c(ccc1=O)C(NCCc1ccc(Cl)c(C(F)(F)F)c1)CCC2,790.0
CHEMBL338058,CC(C)=CCn1c2c(ccc1=O)C(NCCc1ccc(O)cc1)CCC2,400.0
CHEMBL3349309,CCCn1c2c(ccc1=O)C(NCCc1cccs1)CCC2.O=C(O)/C=C/C(=O)O,5970.0
CHEMBL323667,CN(C)Cc1ccc(O)nc1,900000.0
CHEMBL121082,CC(C)=CCn1c2c(ccc1=O)C(N)CCC2,100000.0
CHEMBL121374,CC(C)Cn1c2c(ccc1=O)C(NCCc1ccc(Cl)c(Cl)c1)CCC2,23370.0
CHEMBL333313,O=c1ccc2c(n1CCc1ccccc1)CCCC2NCCc1ccc(Cl)c(Cl)c1,50420.0
CHEMBL430712,Cc1nn(-c2ccccc2)c2nc3c(c(N)c12)CCC3,31200.0
CHEMBL15043,Cc1nn(-c2ccccc2)c2c(N)c3c(nc12)CCC3,32200.0
CHEMBL15915,Cc1nn(-c2ccccc2)c2c(N)c3c(nc12)CCCC3,26700.0
CHEMBL440595,Cc1nn(-c2ccccc2)c2nc3nc4c(c(N)c3cc12)CCC4,23200.0
CHEMBL15576,COc1ccc2c3c1C[C@H]1C[C@@H](O)C=CC31CCN(C)C2,3100.0
CHEMBL15342,Cc1nn(-c2ccccc2)c2nc3c(c(N)c12)CCCC3,28500.0
CHEMBL15664,Cc1nn(-c2ccccc2)c2nc3nc4c(c(N)c3cc12)CCCC4,6390.0
CHEMBL15916,Nc1c2c(nc3nn(-c4ccccc4)cc13)CCCC2,6010.0
CHEMBL75127,O=C(CCC1CCN(Cc2ccccc2F)CC1)c1ccc2c(c1)NCCCC2,331.0
CHEMBL74922,CCCCN1CCc2cc(C(=O)CCC3CCN(Cc4ccccc4)CC3)ccc21,29.0
CHEMBL75649,O=C(CCC1CCN(Cc2ccc(Cl)cc2)CC1)c1ccc2c(c1)CCN2,6360.0
CHEMBL76470,CN1CCCc2ccc(C(=O)CCC3CCN(Cc4ccccc4)CC3)cc21,36.0
CHEMBL76384,O=C(CCC1CCN(Cc2ccc(F)cc2)CC1)c1ccc2c(c1)NCCCC2,393.0
CHEMBL74359,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)NCC2,113.0
CHEMBL76108,COc1ccc(CN2CCC(CCC(=O)c3ccc4c(c3)CCN4)CC2)cc1,13300.0
CHEMBL73447,COc1cccc(CN2CCC(CCC(=O)c3ccc4c(c3)CCN4)CC2)c1,2680.0
CHEMBL74698,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)NCCCCC2,127.0
CHEMBL420378,O=C(CCC1CCN(Cc2cccc(Cl)c2)CC1)c1ccc2c(c1)NCCCC2,333.0
CHEMBL309173,COc1ccccc1CN1CCC(CCC(=O)c2ccc3c(c2)NCCCC3)CC1,2620.0
CHEMBL73339,CCCCCN1CCc2cc(C(=O)CCC3CCN(Cc4ccccc4)CC3)ccc21,47.0
CHEMBL72967,COc1cccc(CN2CCC(CCC(=O)c3ccc4c(c3)NCCCC4)CC2)c1,847.0
CHEMBL305739,CN1CCCc2cc(C(=O)CCC3CCN(Cc4cccc(Cl)c4)CC3)ccc21,24.0
CHEMBL74340,Cc1cccc(CN2CCC(CCC(=O)c3ccc4c(c3)NCCCC4)CC2)c1,224.0
CHEMBL74832,O=C(CCC1CCN(Cc2ccc(F)cc2)CC1)c1ccc2c(c1)CCN2,89.0
CHEMBL444841,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)N(Cc1ccccc1)CCC2,1490.0
CHEMBL307832,O=C(CCC1CCN(Cc2cccc([N+](=O)[O-])c2)CC1)c1ccc2c(c1)NCCCC2,390.0
CHEMBL310918,O=C(CCC1CCN(Cc2cccc([N+](=O)[O-])c2)CC1)c1ccc2c(c1)CCN2,64.0
CHEMBL74533,COc1ccc(CN2CCC(CCC(=O)c3ccc4c(c3)NCCCC4)CC2)cc1,55200.0
CHEMBL74522,O=C(CCC1CCN(Cc2cccc(Cl)c2)CC1)c1ccc2c(c1)CCCN2,54.0
CHEMBL414397,O=C(CCC1CCN(Cc2cccc(Cl)c2)CC1)c1ccc2c(c1)CCCN2Cc1ccccc1,164.0
CHEMBL306776,COc1ccccc1CN1CCC(CCC(=O)c2ccc3c(c2)CCN3)CC1,812.0
CHEMBL74809,O=C(CCC1CCN(Cc2cccc(Cl)c2)CC1)c1ccc2c(c1)CCN2,59.0
CHEMBL306175,O=C(CCC1CCN(Cc2ccccc2Cl)CC1)c1ccc2c(c1)CCN2,76.0
CHEMBL308093,O=C(CCC1CCN(Cc2cccc(F)c2)CC1)c1ccc2c(c1)NCCCC2,145.0
CHEMBL73974,O=C(CCC1CCN(Cc2ccccc2F)CC1)c1ccc2c(c1)CCN2,43.0
CHEMBL306179,Cc1cccc(CN2CCC(CCC(=O)c3ccc4c(c3)CCN4)CC2)c1,50.0
CHEMBL307693,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)N(Cc1ccccc1)CC2,853.0
CHEMBL75157,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)CCCCN2,125.0
CHEMBL308807,O=C(CCC1CCN(Cc2cccc(F)c2)CC1)c1ccc2c(c1)CCN2,16.0
CHEMBL73593,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)NCCC2,54.0
CHEMBL421550,CC1=CC2Cc3nc(O)ccc3C(C1)C2=O,500000.0
CHEMBL88140,C/C=C1/C2C=C(C)CC1c1ccc(O)nc1C2,55500.0
CHEMBL1127,Nc1c2c(nc3ccccc13)CC(O)CC2,483.0
CHEMBL318026,Nc1c2c(nc3ccccc13)CCC(O)C2,1770.0
CHEMBL319451,Nc1c2c(nc3ccccc13)C(O)CCC2,411.0
CHEMBL328457,C/C=C1\C2C=C(C)CC1c1ccc(O)nc1C2,12800.0
CHEMBL167408,C[N+]1(C)CC=C(/C=C/c2cccc3ccccc23)CC1.[Cl-],190000.0
CHEMBL167979,Cl.OCCN1CCC(CCc2cccc3ccccc23)CC1,1260000.0
CHEMBL167967,C[n+]1ccc(/C=C/c2cccc3ccccc23)cc1.[Cl-],120000.0
CHEMBL166693,COc1ccc(/C=C/c2cc[n+](C)cc2)c2ccccc12.[Cl-],69000.0
CHEMBL441492,C[n+]1ccc(/C=C/c2ccccc2)cc1.[I-],1200000.0
CHEMBL165809,COc1ccc(/C=C/c2cc[n+](CCO)cc2)c2ccccc12.[Br-],143000.0
CHEMBL166791,C[n+]1cccc(NC(=O)Nc2cccc3ccccc23)c1.[I-],320000.0
CHEMBL166811,CCCCCCN1CC=C(/C=C/c2cccc3ccccc23)CC1.Cl,1000000.0
CHEMBL166410,C[n+]1ccc(/C=C/c2cc3ccccc3c3ccccc23)cc1.[I-],20000.0
CHEMBL354158,CC(=O)Nc1cc(/C=C/c2cccc3ccccc23)cc[n+]1C.[Cl-],900000.0
CHEMBL553877,Cl.[O-][n+]1ccc(/C=C/c2cccc3ccccc23)cc1,2500000.0
CHEMBL433527,CN1CC=C(/C=C/c2cccc3ccccc23)CC1.Cl,480000.0
CHEMBL165808,C[n+]1ccc(/C=C/c2ccc(OCc3ccccc3)cc2)cc1.[Cl-],52000.0
